host_is_superhost,host_listings_count,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
f,1.0,Clarksville,House,Entire home/apt,8,2.0,4.0,3.0,Real Bed,1000.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,8,1.0,2.0,3.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,0,0,0,0,1,f,flexible
f,1.0,West Austin,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,295.0,0.0,85.0,1,0.0,2,t,13,32,35,279,2,f,strict
f,1.0,West Austin,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,2250.0,2500.0,250.0,1,0.0,5,t,30,60,90,365,0,f,strict
f,1.0,Clarksville,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,185.0,0.0,60.0,4,15.0,2,t,26,56,86,361,0,f,strict
f,1.0,West Austin,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,150.0,150.0,0.0,1,0.0,3,t,30,60,90,365,0,f,flexible
f,1.0,Tarrytown,House,Entire home/apt,8,4.5,4.0,5.0,Real Bed,600.0,500.0,175.0,1,0.0,3,t,30,57,87,362,4,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,280.0,0.0,0.0,1,0.0,1,t,0,0,0,52,0,f,flexible
f,1.0,Bryker Woods,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,0.0,50.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,5.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,500.0,99.0,4,10.0,1,t,17,47,77,352,73,t,strict
f,1.0,West Austin,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,1450.0,0.0,300.0,1,0.0,6,t,1,31,61,336,0,f,strict
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,230.0,250.0,80.0,4,0.0,2,t,26,56,86,361,10,f,strict
f,1.0,Tarrytown,House,Entire home/apt,10,3.0,4.0,4.0,Real Bed,450.0,500.0,150.0,6,25.0,2,t,22,52,82,351,24,f,strict
t,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,250.0,250.0,60.0,1,0.0,5,t,18,43,73,348,14,f,strict
f,1.0,Clarksville,House,Entire home/apt,5,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,1,f,flexible
t,2.0,West Austin,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,170.0,350.0,35.0,2,25.0,2,t,29,59,89,361,76,f,strict
f,301.0,Tarrytown,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,899.0,0.0,120.0,1,0.0,2,t,22,47,75,345,1,f,strict
t,4.0,Tarrytown,House,Entire home/apt,12,4.0,5.0,9.0,Real Bed,1725.0,1000.0,200.0,1,0.0,3,t,30,60,90,365,0,f,flexible
f,1.0,Tarrytown,Bungalow,Entire home/apt,3,1.0,1.0,1.0,Real Bed,225.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Bryker Woods,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,28,58,88,178,1,f,moderate
t,12.0,Clarksville,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,395.0,100.0,80.0,1,0.0,4,t,30,60,90,365,0,f,strict
f,1.0,Old Enfield,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,900.0,1000.0,0.0,1,0.0,5,t,30,60,90,365,1,f,strict
t,1.0,West Austin,House,Entire home/apt,10,2.5,5.0,6.0,Real Bed,949.0,750.0,150.0,1,0.0,3,t,18,38,64,334,17,f,strict
f,1.0,Bryker Woods,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,595.0,1000.0,75.0,1,0.0,3,t,30,60,90,365,0,f,moderate
f,1.0,Old West Austin,House,Private room,1,1.0,1.0,1.0,Pull-out Sofa,140.0,0.0,0.0,1,0.0,1,t,0,0,0,217,2,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,225.0,500.0,60.0,4,0.0,2,t,30,60,90,365,5,f,strict
t,1.0,West Austin,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0.0,1,t,10,34,64,64,49,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,600.0,0.0,45.0,1,0.0,3,t,30,60,90,365,0,f,flexible
f,1.0,West Austin,Loft,Private room,2,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,West Austin,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,104.0,1000.0,20.0,2,15.0,1,t,23,53,83,358,31,f,strict
f,1.0,Bryker Woods,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,275.0,450.0,75.0,1,0.0,2,t,30,60,90,365,4,f,moderate
f,1.0,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,259.0,500.0,100.0,1,30.0,1,t,14,14,14,14,0,t,flexible
f,5.0,Old West Austin,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,119.0,500.0,99.0,4,11.0,1,t,17,41,67,340,82,t,strict
t,1.0,Old West Austin,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,145.0,0.0,30.0,1,0.0,1,t,16,45,75,348,35,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,249.0,0.0,0.0,1,0.0,2,t,30,60,90,365,0,f,strict
t,1.0,Old West Austin,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,100.0,20.0,1,0.0,2,t,7,23,23,66,28,t,strict
f,339.0,Old West Austin,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,450.0,0.0,135.0,1,0.0,2,t,19,49,78,342,8,f,strict
f,1.0,Tarrytown,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,400.0,300.0,100.0,4,100.0,2,t,30,60,90,365,7,f,moderate
f,1.0,Tarrytown,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,450.0,550.0,125.0,6,100.0,2,t,30,60,90,365,0,f,moderate
f,2.0,Old West Austin,Apartment,Shared room,2,1.0,1.0,1.0,Futon,45.0,0.0,0.0,1,0.0,1,t,16,28,53,98,7,t,flexible
t,1.0,Clarksville,Villa,Entire home/apt,3,1.0,1.0,1.0,Real Bed,108.0,0.0,30.0,2,50.0,3,t,15,40,66,110,29,f,strict
t,2.0,Clarksville,House,Entire home/apt,5,2.0,2.0,3.0,Real Bed,1695.0,2500.0,0.0,4,45.0,3,t,30,50,50,304,4,f,strict
f,1.0,Tarrytown,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,319.0,0.0,85.0,1,0.0,1,t,0,0,0,231,6,f,flexible
f,1.0,Tarrytown,House,Entire home/apt,12,4.0,5.0,5.0,Real Bed,1500.0,500.0,200.0,1,0.0,7,t,30,60,90,365,1,t,strict
f,3.0,Tarrytown,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,225.0,0.0,75.0,2,25.0,1,t,17,47,72,347,31,f,strict
f,1.0,Tarrytown,House,Private room,2,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,1,t,0,0,0,230,1,f,flexible
f,1.0,Old West Austin,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,15.0,1,t,30,60,90,365,23,f,strict
f,1.0,Old West Austin,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,124.0,200.0,20.0,2,35.0,1,t,15,45,75,343,3,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,7,1.5,2.0,4.0,Real Bed,400.0,1000.0,50.0,7,50.0,2,t,3,7,7,71,0,f,strict
f,1.0,Bryker Woods,House,Entire home/apt,5,1.0,3.0,2.0,Real Bed,750.0,0.0,100.0,1,0.0,1,t,0,0,0,220,0,f,flexible
f,3.0,Clarksville,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,750.0,1500.0,0.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,650.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Bryker Woods,House,Private room,3,1.0,1.0,2.0,Real Bed,99.0,200.0,25.0,2,50.0,1,t,20,50,80,349,41,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,200.0,25.0,1,0.0,2,t,12,12,12,12,18,f,strict
f,1.0,Clarksville,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,262.0,400.0,35.0,1,0.0,3,t,28,58,88,363,11,f,strict
f,1.0,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,350.0,500.0,150.0,1,0.0,2,t,29,59,89,364,1,f,flexible
f,1.0,Bryker Woods,House,Entire home/apt,8,4.0,5.0,6.0,Real Bed,1500.0,1500.0,200.0,1,0.0,5,t,0,0,0,6,0,f,strict
f,2.0,Old West Austin,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,350.0,100.0,20.0,2,50.0,2,t,0,0,0,0,2,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,149.0,350.0,50.0,1,0.0,3,t,10,18,48,323,7,f,moderate
f,1.0,Clarksville,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,2500.0,0.0,0.0,1,0.0,1,t,0,0,0,216,0,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,400.0,0.0,75.0,1,0.0,1,t,30,60,90,365,5,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,650.0,250.0,0.0,1,0.0,1,t,0,0,0,273,1,f,moderate
f,1.0,Tarrytown,House,Private room,2,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,190.0,0.0,55.0,4,0.0,2,t,0,0,0,217,3,f,strict
t,2.0,Tarrytown,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,168.0,300.0,70.0,4,0.0,1,t,2,14,44,319,25,f,strict
f,1.0,Old West Austin,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,700.0,0.0,50.0,1,0.0,2,t,0,0,0,17,0,f,flexible
f,301.0,West Austin,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,759.0,0.0,99.0,1,0.0,2,t,29,59,89,364,0,f,strict
f,1.0,Clarksville,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,450.0,300.0,0.0,1,0.0,1,t,30,60,90,365,2,f,moderate
f,1.0,Clarksville,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,210.0,500.0,65.0,2,50.0,2,t,30,60,90,365,0,f,strict
f,4.0,Old West Austin,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,240.0,0.0,100.0,4,25.0,1,t,25,55,85,360,21,f,strict
f,1.0,Clarksville,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0.0,7,t,9,9,9,248,5,f,moderate
f,339.0,Bryker Woods,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,229.0,0.0,115.0,1,0.0,2,t,21,23,23,174,2,f,strict
f,2.0,Clarksville,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,110.0,0.0,15.0,1,15.0,1,t,30,60,90,365,0,f,flexible
f,339.0,Tarrytown,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,499.0,0.0,155.0,1,0.0,2,t,17,38,68,333,10,f,strict
f,1.0,Old West Austin,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,145.0,0.0,50.0,1,0.0,1,t,4,14,14,187,5,f,flexible
f,1.0,Tarrytown,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,2000.0,1500.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Tarrytown,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,79.0,125.0,50.0,2,0.0,1,t,17,47,73,324,5,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,11,0,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,160.0,0.0,125.0,1,0.0,1,t,30,60,90,365,10,f,strict
f,1.0,Old Enfield,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,307.0,0.0,0.0,1,0.0,1,t,30,60,90,365,1,f,flexible
f,1.0,Old West Austin,House,Entire home/apt,10,2.5,4.0,4.0,Real Bed,950.0,0.0,0.0,1,0.0,1,t,0,0,0,33,0,t,flexible
f,1.0,Tarrytown,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,250.0,40.0,1,0.0,3,t,30,60,90,365,1,f,flexible
f,4.0,Clarksville,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,299.0,300.0,150.0,6,50.0,1,t,30,60,90,365,16,f,strict
f,1.0,Bryker Woods,Cabin,Entire home/apt,6,1.0,1.0,1.0,Real Bed,160.0,0.0,35.0,1,0.0,1,t,0,0,0,76,3,t,strict
t,2.0,Clarksville,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,198.0,500.0,35.0,2,30.0,2,t,22,52,82,357,24,f,strict
f,2.0,Old West Austin,House,Private room,3,1.0,1.0,1.0,Real Bed,110.0,0.0,0.0,1,50.0,1,t,0,0,0,47,32,f,flexible
f,301.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,121.0,0.0,110.0,1,0.0,2,t,12,42,72,347,2,f,strict
f,2.0,Tarrytown,Condominium,Entire home/apt,6,2.0,3.0,5.0,Real Bed,800.0,350.0,150.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Downtown,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,100.0,20.0,1,0.0,2,t,0,0,0,68,2,f,flexible
f,1.0,Tarrytown,House,Entire home/apt,12,3.5,4.0,6.0,Real Bed,1200.0,500.0,190.0,1,0.0,2,t,0,15,15,251,2,f,moderate
t,2.0,Clarksville,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,99.0,0.0,65.0,3,25.0,1,t,11,38,56,320,14,t,strict
f,1.0,West Austin,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,2,25.0,3,t,4,21,38,295,8,f,moderate
f,1.0,Clarksville,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,360.0,500.0,100.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,575.0,100.0,25.0,4,100.0,1,t,30,60,90,365,1,f,strict
f,1.0,Old West Austin,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,0.0,50.0,1,0.0,2,t,11,15,42,307,11,f,strict
f,1.0,West Austin,Townhouse,Entire home/apt,6,2.0,2.0,4.0,Real Bed,280.0,0.0,120.0,1,0.0,3,t,0,0,0,48,0,f,flexible
f,2.0,Old West Austin,House,Private room,2,2.5,1.0,1.0,Real Bed,215.0,150.0,10.0,1,0.0,2,t,25,55,85,360,1,f,moderate
f,1.0,Old Enfield,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,1900.0,0.0,0.0,1,0.0,1,t,0,0,0,243,0,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1400.0,1000.0,100.0,1,0.0,4,t,30,60,90,365,0,f,strict
t,4.0,Old West Austin,House,Private room,2,1.0,1.0,1.0,Real Bed,105.0,0.0,25.0,1,20.0,1,t,29,54,54,272,9,t,flexible
f,1.0,Tarrytown,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,1600.0,1600.0,200.0,1,0.0,3,t,29,59,89,364,1,f,moderate
t,4.0,Old West Austin,House,Private room,2,1.0,1.0,2.0,Real Bed,105.0,0.0,0.0,1,0.0,1,t,26,51,51,269,13,t,flexible
f,1.0,Clarksville,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,22,52,82,357,0,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,0.0,65.0,1,0.0,1,t,29,59,89,364,0,f,flexible
f,2.0,Old West Austin,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,130.0,175.0,75.0,1,0.0,2,t,2,11,11,174,23,f,moderate
f,1.0,West Austin,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,99.0,95.0,35.0,1,0.0,2,t,0,6,23,48,4,f,moderate
f,1.0,Tarrytown,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,375.0,500.0,40.0,1,0.0,2,t,28,58,88,363,0,f,flexible
f,1.0,West Austin,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,500.0,0.0,0.0,1,0.0,2,t,0,24,54,54,1,f,flexible
f,2.0,West Austin,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,95.0,1,10.0,2,t,27,57,87,362,0,f,moderate
f,1.0,Old West Austin,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,0,0,0,25,2,f,flexible
f,1.0,Tarrytown,House,Entire home/apt,8,4.5,4.0,6.0,Real Bed,2150.0,1000.0,250.0,1,0.0,4,t,30,60,90,365,1,f,strict
f,1.0,Clarksville,House,Entire home/apt,4,2.5,2.0,3.0,Real Bed,500.0,500.0,120.0,1,0.0,3,t,0,3,33,308,1,f,flexible
t,1.0,Clarksville,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,250.0,35.0,2,25.0,2,t,28,58,84,219,13,f,moderate
f,339.0,Old West Austin,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,330.0,0.0,120.0,1,0.0,2,t,19,42,72,347,9,f,strict
f,1.0,Clarksville,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,0.0,0.0,1,0.0,1,t,30,60,90,365,2,f,flexible
f,1.0,Clarksville,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Old West Austin,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,200.0,50.0,1,15.0,3,t,1,23,27,27,0,f,moderate
f,1.0,Clarksville,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,85.0,150.0,80.0,1,0.0,2,t,0,0,0,154,3,f,moderate
f,11.0,Old West Austin,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,0.0,85.0,1,0.0,1,t,26,52,82,357,1,f,flexible
f,1.0,Old West Austin,Condominium,Entire home/apt,6,2.0,2.0,3.0,Real Bed,279.0,500.0,0.0,1,0.0,2,t,0,0,0,36,1,f,moderate
f,1.0,Tarrytown,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,900.0,1000.0,100.0,1,0.0,1,t,0,3,33,308,0,f,flexible
f,1.0,Old West Austin,House,Private room,2,1.0,1.0,2.0,Real Bed,70.0,200.0,20.0,1,0.0,1,t,30,60,90,90,0,f,flexible
f,1.0,Oak Hill,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,150.0,100.0,35.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,4.0,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,100.0,10.0,1,0.0,2,t,28,58,88,363,14,f,strict
f,1.0,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,175.0,350.0,30.0,1,0.0,4,t,30,60,90,365,0,f,strict
f,1.0,Sunset Valley,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,190.0,250.0,40.0,1,10.0,1,t,1,1,1,1,0,f,flexible
f,1.0,Circle C,House,Private room,4,1.0,1.0,2.0,Real Bed,250.0,0.0,85.0,4,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Sunset Valley,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0.0,1,t,7,37,67,342,0,f,flexible
f,1.0,Oak Hill,Apartment,Shared room,4,1.0,1.0,2.0,Real Bed,350.0,0.0,0.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,Cherry Creek,House,Private room,2,1.5,1.0,1.0,Real Bed,45.0,0.0,0.0,1,0.0,1,t,7,17,47,322,13,f,strict
f,1.0,Circle C,House,Entire home/apt,9,2.5,3.0,3.0,Real Bed,750.0,0.0,0.0,1,0.0,3,t,30,60,90,365,0,f,moderate
f,301.0,Circle C,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,959.0,0.0,155.0,1,0.0,2,t,18,47,77,350,0,f,strict
f,1.0,Cherry Creek,House,Private room,2,1.0,1.0,2.0,Real Bed,35.0,100.0,10.0,2,15.0,2,t,23,47,77,352,0,f,flexible
f,1.0,Oak Hill,House,Private room,4,2.5,1.0,3.0,Real Bed,250.0,800.0,125.0,2,100.0,4,t,30,60,90,365,0,f,strict
f,1.0,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,100.0,0.0,0,0.0,2,t,0,0,0,0,0,f,moderate
f,2.0,Cherry Creek,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,650.0,200.0,200.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,Oak Hill,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,435.0,600.0,200.0,6,30.0,2,t,29,59,89,364,36,f,moderate
f,1.0,Oak Hill,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1200.0,800.0,150.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Oak Hill,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,400.0,0.0,50.0,4,100.0,2,t,30,60,90,365,0,f,moderate
t,3.0,Cherry Creek,House,Entire home/apt,14,2.0,3.0,5.0,Real Bed,250.0,0.0,0.0,0,0.0,3,t,30,58,88,363,0,f,flexible
f,1.0,Oak Hill,Bungalow,Entire home/apt,5,2.0,2.0,3.0,Real Bed,325.0,0.0,0.0,1,0.0,3,t,0,7,7,31,0,f,strict
f,1.0,Cherry Creek,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,250.0,100.0,1,0.0,4,t,6,6,6,53,0,f,moderate
f,1.0,Cherry Creek,House,Entire home/apt,4,2.0,1.0,2.0,Real Bed,210.0,300.0,50.0,1,0.0,2,t,29,59,89,364,0,f,strict
f,1.0,Cherry Creek,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,199.0,500.0,100.0,1,0.0,2,t,25,55,85,358,8,f,strict
f,1.0,Cherry Creek,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,600.0,500.0,125.0,8,25.0,2,t,30,60,90,365,0,f,flexible
f,1.0,Circle C,House,Entire home/apt,7,2.5,3.0,5.0,Real Bed,545.0,500.0,130.0,5,100.0,1,t,0,0,0,14,0,f,flexible
f,1.0,Cherry Creek,House,Private room,4,2.0,1.0,2.0,Real Bed,200.0,200.0,50.0,4,50.0,1,t,30,60,90,365,2,t,moderate
f,2.0,Oak Hill,House,Private room,6,2.0,1.0,5.0,Real Bed,50.0,0.0,20.0,2,25.0,2,t,29,59,89,364,22,f,strict
f,1.0,Oak Hill,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,89.0,150.0,10.0,3,20.0,2,t,2,14,14,259,11,f,strict
f,1.0,Oak Hill,Apartment,Private room,2,1.0,1.0,1.0,Airbed,40.0,0.0,0.0,1,0.0,1,t,0,30,60,335,1,f,flexible
t,3.0,Cherry Creek,Camper/RV,Entire home/apt,6,1.0,2.0,5.0,Real Bed,80.0,0.0,0.0,0,0.0,30,t,28,58,88,210,12,t,strict
f,1.0,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,350.0,0.0,0.0,1,0.0,1,t,0,0,0,0,0,f,flexible
f,1.0,Cherry Creek,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,399.0,0.0,50.0,4,20.0,1,t,0,0,0,215,0,f,flexible
f,1.0,Oak Hill,Apartment,Private room,2,1.0,1.0,1.0,Airbed,35.0,0.0,7.0,1,10.0,1,t,29,59,89,364,2,f,moderate
f,2.0,Oak Hill,House,Private room,8,2.0,1.0,6.0,Real Bed,50.0,0.0,20.0,2,25.0,2,t,30,60,90,365,12,f,flexible
f,1.0,Oak Hill,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,100.0,0.0,0.0,1,0.0,2,t,30,60,90,365,0,f,flexible
f,1.0,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,35.0,1,10.0,1,t,30,60,90,365,1,f,flexible
f,1.0,Oak Hill,House,Entire home/apt,7,3.5,3.0,4.0,Real Bed,289.0,700.0,150.0,1,0.0,1,t,0,0,0,46,0,f,flexible
f,1.0,Cherry Creek,House,Private room,3,1.0,1.0,2.0,Real Bed,70.0,0.0,0.0,1,60.0,1,t,30,60,90,365,3,t,flexible
f,1.0,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,0.0,20.0,1,10.0,7,t,0,8,38,313,7,f,moderate
f,2.0,Oak Hill,House,Entire home/apt,6,2.0,3.0,2.0,Real Bed,500.0,250.0,75.0,4,25.0,2,t,30,60,90,365,0,f,flexible
f,1.0,Cherry Creek,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,250.0,0.0,75.0,1,0.0,2,t,19,42,72,347,6,t,strict
f,1.0,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,1,t,0,0,0,226,0,f,flexible
f,1.0,Sunset Valley,Apartment,Shared room,2,1.5,1.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Oak Hill,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,150.0,0.0,0.0,1,100.0,1,t,30,60,90,180,0,t,flexible
f,1.0,Sunset Valley,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Oak Hill,House,Private room,4,2.5,1.0,3.0,Real Bed,250.0,800.0,150.0,2,100.0,4,t,30,60,90,365,0,f,strict
f,1.0,Cherry Creek,House,Private room,3,1.0,1.0,2.0,Real Bed,125.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,56.0,95.0,25.0,1,15.0,1,t,7,15,35,310,6,f,moderate
f,1.0,Cherry Creek,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,225.0,900.0,130.0,1,0.0,1,t,0,0,0,70,1,f,flexible
f,2.0,Cherry Creek,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,250.0,95.0,50.0,1,0.0,2,t,3,13,26,67,0,f,strict
