host_is_superhost,host_listings_count,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
f,1.0,Barton Hills,Loft,Entire home/apt,2,2.0,1.0,1.0,Real Bed,119.0,150.0,0.0,1,0.0,2,t,6,20,50,320,43,f,strict
t,2.0,South Lamar,House,Private room,3,1.0,1.0,1.0,Real Bed,147.0,0.0,35.0,1,0.0,1,t,30,58,88,363,33,f,strict
f,1.0,Barton Hills,House,Entire home/apt,9,2.0,3.0,3.0,Real Bed,500.0,1000.0,0.0,6,100.0,3,t,0,0,0,255,2,t,flexible
f,339.0,Barton Hills,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,369.0,0.0,185.0,1,0.0,2,t,15,21,21,260,4,f,strict
f,1.0,South First,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,615.0,1000.0,85.0,1,0.0,2,t,30,60,90,365,3,f,strict
f,1.0,South First,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,280.0,0.0,75.0,1,0.0,1,t,28,58,88,353,1,f,strict
f,1.0,South Lamar,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,1.0,South First,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,381.0,600.0,150.0,8,50.0,1,t,9,28,55,326,34,f,strict
t,7.0,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,199.0,1000.0,150.0,4,25.0,1,t,26,56,86,361,5,f,strict
t,2.0,South Congress,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,0.0,48.0,2,35.0,2,t,3,26,49,317,53,f,strict
f,1.0,Bouldin Creek,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,259.0,100.0,25.0,4,129.0,1,t,19,28,58,333,9,f,flexible
f,1.0,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,600.0,500.0,250.0,2,100.0,5,t,30,60,90,365,1,f,strict
t,3.0,South First,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,690.0,600.0,130.0,1,0.0,2,t,23,53,77,343,44,f,strict
f,1.0,Travis Heights,House,Entire home/apt,4,2.0,2.0,4.0,Real Bed,300.0,450.0,100.0,1,0.0,3,t,0,0,0,214,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,499.0,0.0,0.0,1,0.0,1,t,0,0,0,16,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,190.0,400.0,75.0,1,0.0,3,t,26,56,86,361,2,f,strict
f,2.0,Travis Heights,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,900.0,0.0,0.0,1,0.0,4,t,0,0,0,254,0,f,moderate
f,1.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,425.0,0.0,100.0,1,0.0,2,t,1,1,1,202,6,f,strict
f,2.0,Travis Heights,House,Entire home/apt,8,2.0,3.0,2.0,Real Bed,400.0,1000.0,150.0,1,0.0,2,t,30,60,86,361,1,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,650.0,800.0,100.0,1,0.0,4,t,0,0,0,230,0,f,strict
f,1.0,Travis Heights,House,Entire home/apt,2,1.0,2.0,1.0,Real Bed,160.0,0.0,0.0,1,0.0,1,t,0,0,0,214,0,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,10,4.0,6.0,9.0,Real Bed,862.0,1000.0,150.0,10,50.0,3,t,16,30,60,322,19,f,strict
f,1.0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,5.0,2,0.0,1,t,19,44,70,332,1,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,800.0,500.0,200.0,1,0.0,2,t,28,51,81,306,25,f,strict
f,1.0,South First,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,285.0,1500.0,75.0,1,0.0,2,t,23,48,74,131,0,f,moderate
f,1.0,Barton Hills,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,400.0,0.0,125.0,1,0.0,2,t,3,3,3,136,2,f,flexible
f,1.0,Barton Hills,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,0,0,0,13,0,f,flexible
f,1.0,South First,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,320.0,250.0,100.0,6,25.0,1,t,28,53,53,302,2,f,flexible
f,1.0,South First,Apartment,Entire home/apt,4,2.0,4.0,4.0,Real Bed,2100.0,0.0,200.0,1,0.0,3,t,30,60,90,365,0,f,moderate
f,1.0,Bouldin Creek,House,Entire home/apt,8,1.0,2.0,6.0,Real Bed,400.0,0.0,100.0,4,25.0,1,t,30,60,90,365,0,f,strict
t,2.0,Bouldin Creek,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,499.0,250.0,150.0,6,50.0,2,t,26,56,86,356,4,f,moderate
f,1.0,South First,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,550.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,300.0,500.0,100.0,4,0.0,2,t,0,3,33,298,12,f,strict
f,301.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,229.0,0.0,125.0,1,0.0,1,t,20,42,70,345,8,f,strict
f,1.0,Travis Heights,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,250.0,0.0,0.0,1,0.0,1,t,0,0,0,218,0,f,flexible
t,6.0,South First,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,165.0,300.0,75.0,4,15.0,2,t,8,31,31,245,54,f,strict
f,19.0,Travis Heights,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,300.0,400.0,125.0,1,0.0,2,t,13,31,31,130,1,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,225.0,250.0,80.0,1,0.0,1,t,23,53,83,358,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,450.0,200.0,50.0,1,0.0,1,t,30,60,90,365,1,f,strict
f,1.0,South First,Apartment,Private room,2,1.0,1.0,1.0,Airbed,75.0,0.0,0.0,1,0.0,1,t,21,50,77,344,54,f,moderate
t,2.0,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,0.0,2,25.0,2,t,23,47,77,338,81,f,strict
f,1.0,South First,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,249.0,249.0,90.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,2.0,South First,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,192.0,200.0,80.0,3,50.0,2,t,19,49,79,347,0,f,strict
f,1.0,Bouldin Creek,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,200.0,100.0,2,100.0,3,t,1,31,61,336,0,f,strict
f,6.0,South First,House,Entire home/apt,8,0.5,4.0,3.0,Real Bed,850.0,1000.0,225.0,1,0.0,1,t,28,58,88,363,0,f,strict
f,1.0,Bouldin Creek,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,350.0,100.0,25.0,2,50.0,2,t,0,0,0,222,2,f,flexible
f,1.0,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,0.0,1,t,9,39,69,344,3,f,flexible
f,1.0,Bouldin Creek,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,2,100.0,1,t,30,60,90,365,0,f,flexible
f,2.0,Zilker,House,Private room,2,1.5,1.0,1.0,Real Bed,750.0,0.0,0.0,1,0.0,2,t,0,0,0,32,0,f,flexible
f,1.0,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,97.0,250.0,35.0,2,50.0,1,t,8,8,8,245,6,t,strict
f,2.0,Bouldin Creek,House,Entire home/apt,10,2.0,5.0,5.0,Real Bed,980.0,3000.0,250.0,1,0.0,3,t,30,60,90,365,1,f,strict
f,1.0,South First,House,Entire home/apt,10,2.0,3.0,4.0,Real Bed,200.0,0.0,75.0,6,25.0,1,t,28,58,88,353,1,f,strict
f,1.0,Galindo,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,175.0,300.0,75.0,1,0.0,2,t,11,21,51,293,7,f,moderate
f,11.0,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,35.0,1,0.0,1,t,13,31,61,336,33,f,moderate
f,1.0,Barton Hills,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,499.0,200.0,100.0,4,50.0,3,t,0,0,0,242,0,f,strict
f,1.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,3,t,27,57,87,349,20,f,flexible
t,10.0,Travis Heights,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,199.0,200.0,85.0,1,0.0,2,t,13,30,31,269,15,f,strict
f,2.0,Travis Heights,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,775.0,500.0,125.0,2,95.0,4,t,0,5,35,35,2,t,strict
f,5.0,Travis Heights,House,Entire home/apt,10,2.0,4.0,4.0,Real Bed,697.0,0.0,140.0,6,100.0,2,t,28,58,88,355,5,f,strict
f,1.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,325.0,325.0,60.0,4,25.0,3,t,27,57,87,362,0,f,strict
f,2.0,Zilker,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,1545.0,0.0,0.0,1,0.0,5,t,0,0,0,258,0,f,strict
f,339.0,South Congress,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,0.0,115.0,1,0.0,2,t,21,45,65,327,35,f,strict
t,2.0,Bouldin Creek,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,575.0,500.0,85.0,1,0.0,3,t,0,5,35,310,2,f,strict
f,3.0,Zilker,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,500.0,0.0,75.0,1,25.0,1,t,30,60,90,365,1,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,72.0,0.0,10.0,1,0.0,1,t,0,0,0,219,11,f,flexible
f,1.0,South Lamar,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,165.0,500.0,0.0,1,0.0,2,t,21,29,29,31,4,t,moderate
f,1.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,275.0,0.0,75.0,3,0.0,2,t,29,59,68,68,1,f,strict
f,1.0,Travis Heights,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,400.0,100.0,50.0,1,0.0,1,t,30,60,90,365,2,f,flexible
f,1.0,Travis Heights,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,150.0,1000.0,120.0,1,0.0,3,t,30,53,79,160,0,f,flexible
t,2.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,749.0,750.0,75.0,4,0.0,4,t,0,0,0,9,3,f,strict
f,1.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,2000.0,0.0,0.0,6,0.0,4,t,30,60,90,365,0,f,strict
f,339.0,South Congress,House,Entire home/apt,16,4.0,7.0,7.0,Real Bed,1000.0,0.0,165.0,1,0.0,2,t,25,53,83,348,19,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,180.0,0.0,0.0,1,0.0,1,t,0,0,0,223,0,f,moderate
f,1.0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,112.0,95.0,25.0,3,25.0,2,t,0,0,0,0,12,f,strict
f,1.0,Travis Heights,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,12.0,South Congress,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,475.0,150.0,120.0,1,0.0,2,t,7,12,16,68,6,f,strict
t,12.0,South First,House,Entire home/apt,15,2.5,2.0,8.0,Real Bed,199.0,0.0,0.0,1,0.0,2,t,27,57,86,361,1,t,strict
f,1.0,Barton Hills,House,Entire home/apt,7,3.0,4.0,5.0,Real Bed,800.0,0.0,0.0,1,0.0,1,t,0,0,0,216,0,f,flexible
f,21.0,Travis Heights,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,650.0,1000.0,150.0,1,0.0,2,t,0,20,50,322,1,f,strict
t,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,100.0,0.0,1,0.0,2,t,26,56,86,361,11,f,moderate
f,1.0,Barton Hills,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,250.0,500.0,0.0,1,0.0,1,t,0,0,0,229,0,f,flexible
f,19.0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,200.0,80.0,1,0.0,2,t,1,8,38,313,3,f,strict
f,1.0,Barton Hills,House,Entire home/apt,7,3.0,3.0,5.0,Real Bed,595.0,450.0,125.0,4,25.0,3,t,22,49,79,354,0,f,strict
f,1.0,Travis Heights,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,375.0,500.0,100.0,3,125.0,1,t,0,0,0,245,1,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,1100.0,600.0,175.0,8,50.0,4,t,0,4,4,60,0,f,strict
f,2.0,Travis Heights,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,600.0,250.0,150.0,6,0.0,2,t,0,0,17,292,0,f,strict
f,1.0,Travis Heights,House,Entire home/apt,5,2.0,2.0,4.0,Real Bed,240.0,0.0,0.0,4,20.0,2,t,29,57,87,362,9,f,strict
f,1.0,Galindo,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,550.0,500.0,60.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Barton Hills,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,400.0,500.0,100.0,1,0.0,4,t,0,10,40,315,0,f,flexible
f,1.0,Barton Hills,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,0.0,25.0,1,0.0,2,t,0,0,0,24,3,f,flexible
f,1.0,South Lamar,Townhouse,Entire home/apt,4,1.5,2.0,2.0,Real Bed,95.0,300.0,50.0,4,50.0,2,t,22,47,77,77,4,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,237,4,f,strict
f,1.0,South Lamar,Earth House,Entire home/apt,5,1.0,0.0,3.0,Real Bed,98.0,250.0,0.0,1,0.0,2,t,26,47,77,352,17,f,moderate
f,2.0,South Lamar,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,200.0,0.0,35.0,4,25.0,2,t,0,0,0,228,4,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,500.0,500.0,50.0,4,25.0,6,t,30,60,90,365,0,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,125.0,25.0,2,25.0,1,t,30,60,90,365,2,f,strict
f,8.0,Travis Heights,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,450.0,0.0,85.0,1,0.0,1,t,30,60,90,365,2,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,154.0,200.0,40.0,4,25.0,1,t,29,59,89,354,18,f,moderate
f,1.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,400.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,4.0,Travis Heights,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,191.0,0.0,60.0,2,25.0,2,t,24,54,84,359,15,f,strict
f,1.0,Travis Heights,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,1200.0,1000.0,200.0,8,30.0,1,t,30,60,90,365,0,f,strict
f,1.0,South First,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,950.0,0.0,55.0,1,0.0,1,t,0,0,0,239,0,f,flexible
f,1.0,Travis Heights,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,174.0,99.0,50.0,2,0.0,1,t,28,58,88,363,0,t,moderate
f,1.0,Travis Heights,House,Entire home/apt,6,2.0,3.0,2.0,Real Bed,800.0,0.0,0.0,1,0.0,1,t,27,57,87,362,0,f,moderate
f,2.0,South Congress,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,112.0,750.0,75.0,2,25.0,31,t,29,57,87,362,0,f,strict
f,1.0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,119.0,100.0,50.0,2,0.0,3,t,24,54,84,84,5,t,strict
f,1.0,Travis Heights,House,Entire home/apt,12,3.0,4.0,5.0,Real Bed,1250.0,1000.0,100.0,1,0.0,2,t,30,60,90,365,3,f,flexible
f,1.0,Barton Hills,Townhouse,Entire home/apt,5,1.5,2.0,3.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,0,0,0,12,1,f,flexible
f,1.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,500.0,50.0,4,0.0,1,t,0,0,0,263,1,f,moderate
f,4.0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,220.0,0.0,75.0,3,25.0,1,t,29,59,89,364,7,f,strict
f,1.0,Galindo,House,Private room,3,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,0.0,1,t,22,52,82,347,11,t,flexible
f,4.0,Travis Heights,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,297.0,0.0,0.0,4,25.0,2,t,26,56,86,361,7,f,strict
f,2.0,Barton Hills,House,Entire home/apt,10,1.5,4.0,5.0,Real Bed,275.0,295.0,85.0,1,0.0,2,t,29,59,76,351,13,f,strict
f,1.0,South First,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,79.0,250.0,40.0,2,20.0,3,t,0,0,0,0,5,f,strict
f,19.0,Dawson,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,320.0,300.0,140.0,1,0.0,2,t,0,0,0,209,6,f,strict
t,1.0,Dawson,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,250.0,250.0,75.0,4,0.0,3,t,0,7,37,309,18,f,moderate
f,4.0,Dawson,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,105.0,100.0,0.0,4,25.0,3,t,19,49,79,354,59,f,strict
f,7.0,South Congress,Camper/RV,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,100.0,35.0,1,0.0,1,t,10,31,61,61,20,f,strict
t,2.0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,0.0,46.0,2,35.0,2,t,9,24,44,310,19,f,strict
f,1.0,Bouldin Creek,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,350.0,50.0,2,50.0,2,t,3,33,63,338,45,f,strict
f,1.0,Bouldin Creek,House,Entire home/apt,5,3.5,3.0,2.0,Real Bed,550.0,0.0,100.0,1,0.0,1,t,0,0,0,188,0,f,flexible
f,1.0,South First,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,200.0,40.0,1,0.0,2,t,28,54,84,349,3,t,moderate
f,1.0,Zilker,House,Entire home/apt,6,1.5,3.0,2.0,Real Bed,500.0,0.0,20.0,5,10.0,2,t,30,60,90,330,3,f,moderate
t,6.0,South Lamar,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,215.0,250.0,80.0,1,0.0,1,t,27,57,87,362,29,f,strict
t,2.0,South Congress,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,200.0,0.0,0.0,2,75.0,2,t,27,57,87,362,70,f,strict
f,2.0,South Lamar,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,130.0,100.0,35.0,2,10.0,1,t,29,59,89,364,3,f,moderate
f,1.0,Bouldin Creek,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,21,51,81,350,4,f,moderate
t,1.0,South Lamar,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,229.0,200.0,100.0,1,0.0,1,t,28,58,88,363,13,f,strict
f,7.0,South Congress,Camper/RV,Entire home/apt,3,1.0,1.0,1.0,Real Bed,114.0,0.0,35.0,1,0.0,1,t,11,31,61,321,14,f,flexible
f,2.0,South Lamar,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,295.0,350.0,150.0,2,15.0,3,t,3,33,63,338,1,f,flexible
t,2.0,South First,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,199.0,225.0,80.0,1,0.0,2,t,28,58,88,363,32,f,strict
t,2.0,Bouldin Creek,House,Private room,2,2.0,1.0,1.0,Real Bed,99.0,250.0,39.0,4,0.0,2,t,0,0,0,242,35,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,500.0,20.0,2,15.0,1,t,25,52,52,83,3,f,moderate
f,1.0,Bouldin Creek,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,325.0,0.0,50.0,1,0.0,3,t,29,59,89,357,37,t,strict
f,1.0,Bouldin Creek,House,Entire home/apt,5,1.0,1.0,1.0,Real Bed,193.0,215.0,70.0,1,0.0,2,t,29,59,89,364,3,f,strict
f,1.0,South Lamar,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,846.0,0.0,0.0,1,0.0,2,t,0,0,0,0,0,f,flexible
f,1.0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,0.0,0.0,2,35.0,1,t,17,47,77,352,1,t,flexible
f,3.0,St. Edwards,House,Private room,3,1.0,1.0,2.0,Real Bed,42.0,200.0,15.0,1,20.0,1,t,25,52,82,107,23,f,moderate
f,1.0,Bouldin Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,1,0.0,1,t,1,28,58,136,5,f,flexible
f,1.0,Bouldin Creek,House,Private room,4,1.0,1.0,2.0,Real Bed,200.0,200.0,50.0,1,0.0,1,t,30,60,90,365,0,f,moderate
f,1.0,South Lamar,House,Entire home/apt,10,2.5,4.0,7.0,Real Bed,249.0,500.0,150.0,8,50.0,2,t,14,39,67,330,6,t,strict
f,1.0,Barton Hills,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,250.0,0.0,0.0,1,0.0,3,t,3,33,58,316,0,f,flexible
f,1.0,South Lamar,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,300.0,89.0,3,5.0,2,t,1,1,9,284,5,f,strict
f,1.0,Barton Hills,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300.0,500.0,100.0,4,100.0,1,t,0,4,34,309,0,f,flexible
f,1.0,South First,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,95.0,0.0,1,0.0,1,t,3,12,12,23,0,f,moderate
f,4.0,Dawson,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,100.0,0.0,1,0.0,3,t,24,54,84,359,41,f,strict
f,1.0,Dawson,Other,Entire home/apt,3,1.0,0.0,1.0,Real Bed,75.0,250.0,40.0,2,0.0,1,t,20,49,79,265,7,f,strict
f,1.0,South First,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,149.0,0.0,65.0,2,20.0,1,t,5,15,23,166,10,f,strict
f,19.0,Barton Hills,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,250.0,80.0,1,0.0,2,t,16,42,72,347,3,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,19,1,f,flexible
f,1.0,Zilker,House,Private room,2,2.0,1.0,2.0,Real Bed,165.0,0.0,0.0,1,200.0,1,t,30,60,90,365,1,f,flexible
f,2.0,Bouldin Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,165.0,0.0,0.0,1,70.0,2,t,27,57,87,362,13,f,strict
f,4.0,Dawson,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,115.0,100.0,40.0,6,0.0,1,t,6,20,40,303,48,f,strict
f,1.0,Barton Hills,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,1,t,21,51,81,356,2,t,flexible
f,2.0,South Congress,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,300.0,35.0,1,0.0,1,t,20,50,80,80,4,f,flexible
f,339.0,South First,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,399.0,0.0,100.0,1,0.0,2,t,27,57,87,362,3,f,strict
f,1.0,Dawson,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,169.0,200.0,85.0,1,0.0,3,t,0,0,0,0,11,f,strict
f,1.0,South First,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,1000.0,0.0,150.0,7,0.0,2,t,0,0,0,231,0,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,77.0,200.0,25.0,2,55.0,2,t,25,54,84,359,17,f,strict
t,2.0,Dawson,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,300.0,200.0,40.0,4,10.0,1,t,0,5,35,310,2,f,flexible
t,1.0,South Congress,House,Entire home/apt,8,1.0,3.0,8.0,Real Bed,222.0,700.0,100.0,4,25.0,2,t,20,44,71,346,18,t,strict
f,301.0,South Lamar,Townhouse,Entire home/apt,4,2.0,2.0,3.0,Real Bed,200.0,0.0,120.0,1,0.0,2,t,28,53,83,358,1,f,strict
f,2.0,Dawson,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,449.0,0.0,125.0,8,30.0,2,t,18,48,78,340,8,f,strict
t,12.0,South First,House,Entire home/apt,15,2.5,2.0,8.0,Real Bed,299.0,0.0,0.0,1,0.0,1,t,29,56,86,360,4,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,178.0,0.0,0.0,1,0.0,2,t,13,21,29,244,2,f,strict
f,2.0,South Lamar,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,500.0,50.0,1,0.0,4,t,30,40,40,296,0,f,strict
t,1.0,South Lamar,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,149.0,300.0,0.0,4,29.0,2,t,27,57,87,362,49,f,moderate
f,21.0,South First,House,Entire home/apt,8,3.0,3.0,5.0,Real Bed,410.0,600.0,160.0,4,0.0,2,t,6,25,55,321,10,f,strict
f,1.0,South Lamar,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,250.0,250.0,80.0,1,0.0,2,t,0,0,11,286,3,f,strict
f,1.0,Zilker,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,2000.0,2000.0,250.0,1,0.0,1,t,0,0,0,187,0,f,strict
f,1.0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,185.0,300.0,0.0,1,0.0,3,t,0,0,0,230,2,t,moderate
